Date,Momentum_1m,Momentum_2m,Momentum_3m,Turnover_1m,Turnover_2m,Turnover_3m,Volatility_1m,Volatility_2m,Volatility_3m,std_1m,std_2m,std_3m,ROA,ROE,EP,BP
2021-01-04,0.4761184889095199,0.05191989888235685,0.0033442698108079203,0.00013225568806161646,0.0007430936214712996,0.0027019300524987354,0.00022029215677950395,0.0016141405933276464,0.0018551295746717475,6.097286770020111e-05,0.00012232572603521738,7.807264083056698e-05,0.0793558913720326,0.16427786228461766,0.14051422720954912,0.17573482947648197
2021-01-05,4.8532879585195315e-09,6.214722577469778e-07,0.00010468145318869692,2.6094480443857403e-07,5.108116313377305e-06,5.9469486892789505e-06,1.3134554724056e-07,1.8595043452253884e-07,3.3844116114186283e-06,3.803353206546834e-10,1.4829531307578841e-08,1.4629138782547617e-08,0.0003705698668501389,0.0006777987344636437,0.00125498649686105,0.6741988978316928
2021-01-06,8.173055078574522e-05,1.2121971098251995e-07,1.9458115180184722e-06,0.0016073127434548132,0.00297777980895428,0.007322925526507358,0.36575675502911476,0.6144483547798903,0.9229688755511696,0.2772309577404914,0.6219043934555346,0.655166976870643,0.1658522075660046,0.27007644621818655,0.00060496267783282,0.0032389953725157627
2021-01-07,2.183695990313588e-08,2.7402032190458875e-06,9.039032288561687e-06,4.060277377413585e-09,7.302640690822591e-08,8.894570114468379e-07,1.343641032789699e-12,9.66854692370867e-10,3.5610225186648095e-09,3.913707629406851e-14,5.91829702442906e-10,1.7093506292803343e-09,1.1875117641520632e-05,1.790154898492857e-05,5.222786232845882e-06,0.00043419876851683774
2021-01-08,8.944399030504674e-06,0.047910519142051015,0.08116424091060602,0.003516418544301188,0.007781359569417702,0.007405674593779865,0.00018885841733639222,0.006056768066641863,0.05836249030964039,0.0009609686855934542,0.012652019182982725,0.013876022769882274,0.002814375050639915,0.0036414481925339764,0.0002879040019896941,0.028522454946278114
2021-01-11,2.8691321513732097e-11,2.97149232667181e-06,0.0005198975272327756,0.004528659117205231,0.0036222949805736013,0.006097553385818795,1.836253642575655e-05,4.089028238937974e-05,9.654406475329755e-05,0.00024855339156364565,0.00022607470880196703,0.00033851691779798645,0.004734299589106675,0.006089480673662678,0.03986421397438452,0.6761246226531766
2021-01-12,2.5633280036023804e-08,2.408502588480765e-10,1.8282950960986886e-05,0.0016937975747366848,0.0022761210314921365,0.005068653008385101,2.374400705849872e-07,5.213517871507795e-06,4.048542387881354e-06,2.472860227343021e-07,9.878431722581195e-07,4.99955757248613e-07,0.15554102506587347,0.20843925126979873,0.347380670255542,0.9674193302351488
2021-01-13,1.9012426963091183e-08,0.00035066796121183103,0.059072419637281465,0.016514054690631802,0.08896239585740184,0.1406994316118061,8.544961717983883e-06,0.00034739576680885477,0.02110906769967053,6.750368629008738e-07,2.8539736652491406e-05,0.00016753962167072122,0.0003106669051106831,6.913411607862208e-05,5.4677081485165754e-05,0.08520503639814352
2021-01-14,1.8892385144755774e-19,8.237079918248849e-10,5.46825807168476e-08,5.447719559064441e-06,9.028304440749045e-05,0.00013561934237328816,2.405830101301255e-15,8.82602593344031e-11,2.8919391776294512e-09,3.8893360107374874e-14,3.0986140497754707e-13,1.8955497446180712e-11,8.411150771782674e-06,3.8296846170733804e-05,4.605043830569961e-05,0.2747964002930624
2021-01-15,0.00010582901295582033,0.014764952781556663,0.182281870372033,0.6738283975389443,0.8388848248987666,0.6865300064066008,0.029905584927936078,0.22213119915634102,0.3235415332219713,0.12818585846715466,0.25557686701198323,0.18288890667268412,0.003032501414954684,0.008829578248577346,0.004565190440607257,0.7899479416436659
